
**************** NEW TRAIN SESSION ****************
23374 (31984 1%) Loss: 3.32390285
23386 (32000 1%) Loss: 2.94420958
23398 (32016 1%) Loss: 8.57451725
23409 (32032 1%) Loss: 3.05539012
23421 (32048 1%) Loss: 2.85204124
23433 (32064 1%) Loss: 3.02774715
23445 (32080 1%) Loss: 3.34751034
23456 (32096 1%) Loss: 3.01548266
23468 (32112 1%) Loss: 5.22884989
23479 (32128 1%) Loss: 3.02932668
23491 (32144 1%) Loss: 3.23151088
23503 (32160 1%) Loss: 3.20567107
23514 (32176 1%) Loss: 3.05525970
23526 (32192 1%) Loss: 8.48737335
23538 (32208 1%) Loss: 5.83218765
23549 (32224 1%) Loss: 3.92899776
23561 (32240 1%) Loss: 5.96757555
23573 (32256 1%) Loss: 3.14971590
23584 (32272 1%) Loss: 3.42244959
23596 (32288 1%) Loss: 2.87096620
23608 (32304 1%) Loss: 2.86212587
23619 (32320 1%) Loss: 5.23423386
23631 (32336 1%) Loss: 3.13029599
23642 (32352 1%) Loss: 3.09606290
23654 (32368 1%) Loss: 14.18937016
23666 (32384 1%) Loss: 3.37742639
23678 (32400 1%) Loss: 3.29420328
23689 (32416 1%) Loss: 3.27740741
23701 (32432 1%) Loss: 2.87468672
23712 (32448 1%) Loss: 4.14359474
23724 (32464 1%) Loss: 3.23742771
23736 (32480 1%) Loss: 5.53204060
23747 (32496 1%) Loss: 3.30279708
23759 (32512 1%) Loss: 3.24547291
23771 (32528 1%) Loss: 3.09511042
23782 (32544 1%) Loss: 3.13915563
23794 (32560 1%) Loss: 3.33050561
23806 (32576 1%) Loss: 12.17587662
23817 (32592 1%) Loss: 2.96290827
23829 (32608 1%) Loss: 3.22183943
23841 (32624 1%) Loss: 2.94241500
23852 (32640 1%) Loss: 3.20146799
23864 (32656 1%) Loss: 2.90963626
23875 (32672 1%) Loss: 3.64788866
23887 (32688 1%) Loss: 7.11153412
23899 (32704 1%) Loss: 2.62094855
23910 (32720 1%) Loss: 5.65120888
23922 (32736 1%) Loss: 3.12774444
23934 (32752 1%) Loss: 5.11835384
23945 (32768 1%) Loss: 12.48078918
23957 (32784 1%) Loss: 5.01566076
23969 (32800 1%) Loss: 4.58920860
23980 (32816 1%) Loss: 5.00516891
23992 (32832 1%) Loss: 3.21073031
24004 (32848 1%) Loss: 3.79309416
24015 (32864 1%) Loss: 2.90029931
24027 (32880 1%) Loss: 5.12635422
24038 (32896 1%) Loss: 5.64571714
24050 (32912 1%) Loss: 12.22406483
24062 (32928 1%) Loss: 3.62360358
24074 (32944 1%) Loss: 3.25359321
24085 (32960 1%) Loss: 7.25731564
24097 (32976 1%) Loss: 3.19358873
24108 (32992 1%) Loss: 2.75489020
24120 (33008 1%) Loss: 3.17529774
24132 (33024 1%) Loss: 2.92811441
24143 (33040 1%) Loss: 4.19536304
24155 (33056 1%) Loss: 3.50635028
24167 (33072 1%) Loss: 3.02195835
24178 (33088 1%) Loss: 5.30861282
24190 (33104 1%) Loss: 7.16875601
24202 (33120 1%) Loss: 5.15533018
24213 (33136 1%) Loss: 12.85031986
24225 (33152 1%) Loss: 2.83513761
24237 (33168 1%) Loss: 3.14339781
24248 (33184 1%) Loss: 3.22609591
24260 (33200 1%) Loss: 3.07368255
24271 (33216 1%) Loss: 6.65857887
24283 (33232 1%) Loss: 11.55664539
24295 (33248 1%) Loss: 3.01296997
24306 (33264 1%) Loss: 3.43518996
24318 (33280 1%) Loss: 6.69210100
24330 (33296 1%) Loss: 2.95584679
24341 (33312 1%) Loss: 3.39473701
24353 (33328 1%) Loss: 3.19270158
24365 (33344 1%) Loss: 3.24816084
24376 (33360 1%) Loss: 9.17848587
24388 (33376 1%) Loss: 5.03145456
24400 (33392 1%) Loss: 8.51950741
24411 (33408 1%) Loss: 11.35485172
24423 (33424 1%) Loss: 3.68234086
24434 (33440 1%) Loss: 3.01700020
24446 (33456 1%) Loss: 4.27932787
24458 (33472 1%) Loss: 3.26177788
24469 (33488 1%) Loss: 3.36438417
24481 (33504 1%) Loss: 5.40925264
24493 (33520 1%) Loss: 8.26341152
24504 (33536 1%) Loss: 2.68115878
24516 (33552 1%) Loss: 4.74115133
24527 (33568 1%) Loss: 12.88782406
24539 (33584 1%) Loss: 3.47214723
24551 (33600 1%) Loss: 3.10399103
24562 (33616 1%) Loss: 3.13983274
24574 (33632 1%) Loss: 8.22571754
24586 (33648 1%) Loss: 3.14146018
24597 (33664 1%) Loss: 3.15059733
24609 (33680 1%) Loss: 3.12029219
24621 (33696 1%) Loss: 3.04782653
24632 (33712 1%) Loss: 2.78212452
24644 (33728 1%) Loss: 2.76639175
24656 (33744 1%) Loss: 2.87837696
24667 (33760 1%) Loss: 3.18814898
24679 (33776 1%) Loss: 3.11503077
24691 (33792 1%) Loss: 3.23497295
24702 (33808 1%) Loss: 3.28174686
24714 (33824 1%) Loss: 3.13457942
24726 (33840 1%) Loss: 7.55959606
24737 (33856 1%) Loss: 10.35217857
24749 (33872 1%) Loss: 9.70791531
24761 (33888 1%) Loss: 8.25361061
24772 (33904 1%) Loss: 2.93559361
24784 (33920 1%) Loss: 8.08372784
24796 (33936 1%) Loss: 3.56256557
24807 (33952 1%) Loss: 5.76616430
24819 (33968 1%) Loss: 3.14955640
24830 (33984 1%) Loss: 5.27666330
24842 (34000 1%) Loss: 3.93653846
24854 (34016 1%) Loss: 3.22921062
24865 (34032 1%) Loss: 2.86860251
24877 (34048 1%) Loss: 9.48422623
24889 (34064 1%) Loss: 17.08861923
24900 (34080 1%) Loss: 9.61870670
24912 (34096 1%) Loss: 3.31040144
24924 (34112 1%) Loss: 2.73711705
24935 (34128 1%) Loss: 3.03972101
24947 (34144 1%) Loss: 9.55982780
24959 (34160 1%) Loss: 4.27555037
24970 (34176 1%) Loss: 17.83635712
24982 (34192 1%) Loss: 17.44089127
24993 (34208 1%) Loss: 11.88000584
25005 (34224 1%) Loss: 15.43358421
25017 (34240 1%) Loss: 3.35073066
25028 (34256 1%) Loss: 7.81313658
25040 (34272 1%) Loss: 5.65528297
25052 (34288 1%) Loss: 3.10899973
25063 (34304 1%) Loss: 3.55058956
25075 (34320 1%) Loss: 3.37480903
25087 (34336 1%) Loss: 9.78971291
25098 (34352 1%) Loss: 2.83627534
25110 (34368 1%) Loss: 3.07493544
25122 (34384 1%) Loss: 3.91071248
25133 (34400 1%) Loss: 2.88232398
25145 (34416 1%) Loss: 5.88065958
25156 (34432 1%) Loss: 3.13359666
25168 (34448 1%) Loss: 3.67165303
25180 (34464 1%) Loss: 2.90470099
25191 (34480 1%) Loss: 3.28485489
25203 (34496 1%) Loss: 2.73110557
25215 (34512 1%) Loss: 3.39309692
25226 (34528 1%) Loss: 3.57689166
25238 (34544 1%) Loss: 3.13309169
25250 (34560 1%) Loss: 3.24444199
25261 (34576 1%) Loss: 2.92069578
25273 (34592 1%) Loss: 3.17440057
25285 (34608 1%) Loss: 2.63249540
25296 (34624 1%) Loss: 3.12320113
25308 (34640 1%) Loss: 7.02601528
25319 (34656 1%) Loss: 5.20366144
25331 (34672 1%) Loss: 3.38386226
25343 (34688 1%) Loss: 3.39081120
25355 (34704 1%) Loss: 3.00253487
25366 (34720 1%) Loss: 7.30976677
25378 (34736 1%) Loss: 3.62087107
25389 (34752 1%) Loss: 7.37149143
25401 (34768 1%) Loss: 3.22185111
25413 (34784 1%) Loss: 3.18008399
25424 (34800 1%) Loss: 3.34116435
25436 (34816 1%) Loss: 2.91025305
25448 (34832 1%) Loss: 3.92524076
25459 (34848 1%) Loss: 2.60622144
25471 (34864 1%) Loss: 3.16358638
25483 (34880 1%) Loss: 2.93851614
25494 (34896 1%) Loss: 2.93409657
25506 (34912 1%) Loss: 2.84093356
25518 (34928 1%) Loss: 3.06628466
25529 (34944 1%) Loss: 13.69804096
25541 (34960 1%) Loss: 3.13579917
25552 (34976 1%) Loss: 2.93230963
25564 (34992 1%) Loss: 6.02830458
25576 (35008 1%) Loss: 3.14932585
25588 (35024 1%) Loss: 5.36715078
25599 (35040 1%) Loss: 12.58016777
25611 (35056 1%) Loss: 3.52369452
25622 (35072 1%) Loss: 2.91277051
25634 (35088 1%) Loss: 3.58093071
25646 (35104 1%) Loss: 5.48352480
25657 (35120 1%) Loss: 9.39418983
25669 (35136 1%) Loss: 3.08171773
25681 (35152 1%) Loss: 2.99702191
25692 (35168 1%) Loss: 13.48995686
25704 (35184 1%) Loss: 11.29319954
25716 (35200 1%) Loss: 2.65001416
25727 (35216 1%) Loss: 18.19208145
25739 (35232 1%) Loss: 5.50991058
25751 (35248 1%) Loss: 3.19684696
25762 (35264 1%) Loss: 3.34807587
25774 (35280 1%) Loss: 6.44418478
25785 (35296 1%) Loss: 5.13624525
25797 (35312 1%) Loss: 3.17950773
25809 (35328 1%) Loss: 3.20914531
25821 (35344 1%) Loss: 11.35783863
25832 (35360 1%) Loss: 3.17111325
25844 (35376 1%) Loss: 3.65596175
25855 (35392 1%) Loss: 4.64706802
25867 (35408 1%) Loss: 3.61131501
25879 (35424 1%) Loss: 3.06251121
25890 (35440 1%) Loss: 3.00585175
25902 (35456 1%) Loss: 3.39293170
25914 (35472 1%) Loss: 3.12048888
25925 (35488 1%) Loss: 2.93677592
25937 (35504 1%) Loss: 3.19609404
25949 (35520 1%) Loss: 3.16195321
25960 (35536 1%) Loss: 2.97460008
25972 (35552 1%) Loss: 5.53071880
25984 (35568 1%) Loss: 2.81358695
25995 (35584 1%) Loss: 3.14792585
26007 (35600 1%) Loss: 3.37762642
26018 (35616 1%) Loss: 4.00194740
26030 (35632 1%) Loss: 3.45630002
26042 (35648 1%) Loss: 4.85278225
26054 (35664 1%) Loss: 4.40069151
26065 (35680 1%) Loss: 5.55898952
26077 (35696 1%) Loss: 3.27245927
26088 (35712 1%) Loss: 3.45677853
26100 (35728 1%) Loss: 6.81226873
26112 (35744 1%) Loss: 2.94089961
26123 (35760 1%) Loss: 3.37406945
26135 (35776 1%) Loss: 3.57577944
26147 (35792 1%) Loss: 3.24538469
26158 (35808 1%) Loss: 3.18412852
26170 (35824 1%) Loss: 3.62202549
26181 (35840 1%) Loss: 5.38962030
26193 (35856 1%) Loss: 3.56102252
26205 (35872 1%) Loss: 3.06537008
26216 (35888 1%) Loss: 2.92020822
26228 (35904 1%) Loss: 3.57779169
26240 (35920 1%) Loss: 3.14449787
26251 (35936 1%) Loss: 3.27531576
26263 (35952 1%) Loss: 3.52082443
26275 (35968 1%) Loss: 2.88081837
26286 (35984 1%) Loss: 2.86082244
26298 (36000 1%) Loss: 2.87212443
26310 (36016 1%) Loss: 3.31233954
26321 (36032 1%) Loss: 5.45418310
26333 (36048 1%) Loss: 3.25877237
26344 (36064 1%) Loss: 3.12403750
26356 (36080 1%) Loss: 2.98814631
26368 (36096 1%) Loss: 9.38632774
26379 (36112 1%) Loss: 3.09524822
26391 (36128 1%) Loss: 4.07235241
26403 (36144 1%) Loss: 5.62337399
26414 (36160 1%) Loss: 7.20810413
26426 (36176 1%) Loss: 3.35890937
26438 (36192 1%) Loss: 3.31690693
26449 (36208 1%) Loss: 2.97988391
26461 (36224 1%) Loss: 3.11682129
26473 (36240 1%) Loss: 3.53338599
26484 (36256 1%) Loss: 3.27398562
26496 (36272 1%) Loss: 4.34883738
26507 (36288 1%) Loss: 3.65564990
26519 (36304 1%) Loss: 8.91316891
26531 (36320 1%) Loss: 6.18351698
26542 (36336 1%) Loss: 3.05203366
26554 (36352 1%) Loss: 6.44831133
26566 (36368 1%) Loss: 11.85825348
26577 (36384 1%) Loss: 5.26358509
26589 (36400 1%) Loss: 12.59595299
26601 (36416 1%) Loss: 2.84691072
26612 (36432 1%) Loss: 9.09740257
26624 (36448 1%) Loss: 20.78427505
26636 (36464 1%) Loss: 2.83455634
26647 (36480 1%) Loss: 8.46066475
26659 (36496 1%) Loss: 3.50674939
26670 (36512 1%) Loss: 9.72836494
26682 (36528 1%) Loss: 3.41467571
26694 (36544 1%) Loss: 2.91373277
26705 (36560 1%) Loss: 3.02858973
26717 (36576 1%) Loss: 2.97932911
26729 (36592 1%) Loss: 4.66528225
26740 (36608 1%) Loss: 10.83188057
26752 (36624 1%) Loss: 7.72125435
26764 (36640 1%) Loss: 2.95079374
26775 (36656 1%) Loss: 3.30748653
26787 (36672 1%) Loss: 2.99649549
26799 (36688 1%) Loss: 3.09593034
26810 (36704 1%) Loss: 2.98321247
26822 (36720 1%) Loss: 3.32954001
26833 (36736 1%) Loss: 2.92298102
26845 (36752 1%) Loss: 2.87895203
26857 (36768 1%) Loss: 3.31180263
26869 (36784 1%) Loss: 3.47089100
26880 (36800 1%) Loss: 3.21286178
26892 (36816 1%) Loss: 2.87250042
26903 (36832 1%) Loss: 5.47570753
26915 (36848 1%) Loss: 9.42434502
26927 (36864 1%) Loss: 5.19435310
26938 (36880 1%) Loss: 10.49001122
26950 (36896 1%) Loss: 3.21584725
26962 (36912 1%) Loss: 13.34397697
26973 (36928 1%) Loss: 4.74890709
26985 (36944 1%) Loss: 3.02648258
26997 (36960 1%) Loss: 3.01968503
27008 (36976 1%) Loss: 3.31851315
27020 (36992 1%) Loss: 3.01212287
27032 (37008 1%) Loss: 3.33318830
27043 (37024 1%) Loss: 10.68242264
27055 (37040 1%) Loss: 7.05921555
27067 (37056 1%) Loss: 3.34244323
27078 (37072 1%) Loss: 3.28504133
27090 (37088 1%) Loss: 6.64658117
27102 (37104 1%) Loss: 6.37976360
27113 (37120 1%) Loss: 3.44640183
27125 (37136 1%) Loss: 3.10808372
27137 (37152 1%) Loss: 3.11564565
27148 (37168 1%) Loss: 3.35086751
27160 (37184 1%) Loss: 4.27873373
27172 (37200 1%) Loss: 3.21859646
27183 (37216 1%) Loss: 3.31086922
27195 (37232 1%) Loss: 3.00200200
27206 (37248 1%) Loss: 3.18055677
27218 (37264 1%) Loss: 4.04879475
27230 (37280 1%) Loss: 5.47935772
27241 (37296 1%) Loss: 4.40629864
27253 (37312 1%) Loss: 2.93477082
27265 (37328 1%) Loss: 3.39479208
27276 (37344 1%) Loss: 6.60565472
27288 (37360 1%) Loss: 10.93151093
27299 (37376 1%) Loss: 2.98238564
27311 (37392 1%) Loss: 2.88313508
27323 (37408 1%) Loss: 3.18989372
27335 (37424 1%) Loss: 3.41671753
27346 (37440 1%) Loss: 3.17250967
27358 (37456 1%) Loss: 5.08950090
27369 (37472 1%) Loss: 2.89494157
27381 (37488 1%) Loss: 9.92653465
27393 (37504 1%) Loss: 4.96645641
27404 (37520 1%) Loss: 2.91907239
27416 (37536 1%) Loss: 2.78253746
27428 (37552 1%) Loss: 2.92380190
27439 (37568 1%) Loss: 6.29020309
27451 (37584 1%) Loss: 10.20253658
27462 (37600 1%) Loss: 3.48889542
27474 (37616 1%) Loss: 13.50340843
27486 (37632 1%) Loss: 3.07393479
27497 (37648 1%) Loss: 7.01476622
27509 (37664 1%) Loss: 5.85171080
27521 (37680 1%) Loss: 4.44561052
27532 (37696 1%) Loss: 9.93684864
27544 (37712 1%) Loss: 3.19617128
27556 (37728 1%) Loss: 3.49118972
27567 (37744 1%) Loss: 2.94367003
27579 (37760 1%) Loss: 3.05434775
27591 (37776 1%) Loss: 3.05817246
27602 (37792 1%) Loss: 3.33060932
27614 (37808 1%) Loss: 15.91037464
27626 (37824 1%) Loss: 6.86285210
27637 (37840 1%) Loss: 3.57516241
27649 (37856 1%) Loss: 3.10509372
27661 (37872 1%) Loss: 3.04724789
27672 (37888 1%) Loss: 5.21493387
27684 (37904 1%) Loss: 3.06750226
27695 (37920 1%) Loss: 3.40801334
27707 (37936 1%) Loss: 3.16885495
27719 (37952 1%) Loss: 3.46338034
27731 (37968 1%) Loss: 6.37873363
27742 (37984 1%) Loss: 4.86292696
27754 (38000 1%) Loss: 3.31704092
27765 (38016 1%) Loss: 6.05240011
27777 (38032 1%) Loss: 3.36576939
27789 (38048 1%) Loss: 3.04125476
27800 (38064 1%) Loss: 2.91209936
27812 (38080 1%) Loss: 3.18735933
27824 (38096 1%) Loss: 7.20957708
27835 (38112 1%) Loss: 18.20789909
27847 (38128 1%) Loss: 3.49065518
27859 (38144 1%) Loss: 2.98209763
27870 (38160 1%) Loss: 3.30978322
27882 (38176 1%) Loss: 16.30446243
27894 (38192 1%) Loss: 16.35523796
27905 (38208 1%) Loss: 3.06292391
27917 (38224 1%) Loss: 9.42784405
27929 (38240 1%) Loss: 2.90892625
27940 (38256 1%) Loss: 2.95761633
27952 (38272 1%) Loss: 3.41459513
27964 (38288 1%) Loss: 17.05634499
27975 (38304 1%) Loss: 5.23449612
27987 (38320 1%) Loss: 3.20061016
27998 (38336 1%) Loss: 3.42271161
28010 (38352 1%) Loss: 3.16176367
28022 (38368 1%) Loss: 3.37419176
28033 (38384 1%) Loss: 4.08313465
28045 (38400 1%) Loss: 3.47173476
28057 (38416 1%) Loss: 11.55241394
28068 (38432 1%) Loss: 3.25889897
28080 (38448 1%) Loss: 3.37499332
28091 (38464 1%) Loss: 5.61969328
28103 (38480 1%) Loss: 4.55045033
28115 (38496 1%) Loss: 2.94842672
28126 (38512 1%) Loss: 20.56473160
28138 (38528 1%) Loss: 3.12082577
28150 (38544 1%) Loss: 2.85235572
28161 (38560 1%) Loss: 2.92295671
28173 (38576 1%) Loss: 5.57793617
28185 (38592 1%) Loss: 3.00498152
28196 (38608 1%) Loss: 4.17349815
28208 (38624 1%) Loss: 3.04342151
28220 (38640 1%) Loss: 9.39732075
28231 (38656 1%) Loss: 4.83314705
28243 (38672 1%) Loss: 2.98959994
28255 (38688 1%) Loss: 4.80060625
28266 (38704 1%) Loss: 3.24463725
28278 (38720 1%) Loss: 3.53823519
28290 (38736 1%) Loss: 2.89897418
28301 (38752 1%) Loss: 7.22921276
28313 (38768 1%) Loss: 5.29827738
28325 (38784 1%) Loss: 3.25264931
28336 (38800 1%) Loss: 5.26793957
28348 (38816 1%) Loss: 8.62127304
28360 (38832 1%) Loss: 2.80865955
28371 (38848 1%) Loss: 4.09413385
28383 (38864 1%) Loss: 2.85082197
28394 (38880 1%) Loss: 2.86566043
28406 (38896 1%) Loss: 3.15325165
28418 (38912 1%) Loss: 3.57919478
28429 (38928 1%) Loss: 3.17260599
28441 (38944 1%) Loss: 3.30900884
28453 (38960 1%) Loss: 3.24882436
28464 (38976 1%) Loss: 2.83534765
28476 (38992 1%) Loss: 3.35625386
28488 (39008 1%) Loss: 16.48969650
28499 (39024 1%) Loss: 3.25374222
28511 (39040 1%) Loss: 3.18063021
28523 (39056 1%) Loss: 3.03679395
28534 (39072 1%) Loss: 2.72458363
28546 (39088 1%) Loss: 8.41315651
28557 (39104 1%) Loss: 2.71016979
28569 (39120 1%) Loss: 3.18060374
28581 (39136 1%) Loss: 4.76402187
28593 (39152 1%) Loss: 4.11522627
28604 (39168 1%) Loss: 3.27879715
28616 (39184 1%) Loss: 3.28238368
28627 (39200 1%) Loss: 3.10423446
28639 (39216 1%) Loss: 6.22314167
28651 (39232 1%) Loss: 3.17459083
28663 (39248 1%) Loss: 3.05465531
28674 (39264 1%) Loss: 5.49824572
28686 (39280 1%) Loss: 3.07002234
28697 (39296 1%) Loss: 14.20062256
28709 (39312 1%) Loss: 3.42255068
28721 (39328 1%) Loss: 2.62613463
28732 (39344 1%) Loss: 3.00152469
28744 (39360 1%) Loss: 2.91577482
28756 (39376 1%) Loss: 3.07309389
28767 (39392 1%) Loss: 3.44865894
28779 (39408 1%) Loss: 3.37303853
28791 (39424 1%) Loss: 3.14710879
28802 (39440 1%) Loss: 2.86060500
28814 (39456 1%) Loss: 14.64840603
28826 (39472 1%) Loss: 3.62630725
28837 (39488 1%) Loss: 2.92964792
28849 (39504 1%) Loss: 3.37723446
28861 (39520 1%) Loss: 3.77547646
28872 (39536 1%) Loss: 2.82079148
28884 (39552 1%) Loss: 2.98177791
28896 (39568 1%) Loss: 3.15612841
28907 (39584 1%) Loss: 2.89237380
28919 (39600 1%) Loss: 3.01188898
28931 (39616 1%) Loss: 2.73678827
28942 (39632 1%) Loss: 3.43754697
28954 (39648 1%) Loss: 18.27285767
28966 (39664 1%) Loss: 6.53948069
28977 (39680 1%) Loss: 3.27316046
28989 (39696 1%) Loss: 4.30909824
29001 (39712 1%) Loss: 3.30454946
29012 (39728 1%) Loss: 6.39185858
29024 (39744 1%) Loss: 3.10224938
29036 (39760 1%) Loss: 16.74367332
29047 (39776 1%) Loss: 3.42843628
29059 (39792 1%) Loss: 2.83160233
29070 (39808 1%) Loss: 3.20934892
29082 (39824 1%) Loss: 3.66030383
29094 (39840 1%) Loss: 12.11078358
29106 (39856 1%) Loss: 4.51841640
29117 (39872 1%) Loss: 12.35915565
29129 (39888 1%) Loss: 4.02375984
29140 (39904 1%) Loss: 3.61419344
29152 (39920 1%) Loss: 4.06047201
29164 (39936 1%) Loss: 3.30904651
29175 (39952 1%) Loss: 3.18165064
29187 (39968 1%) Loss: 3.36512899
29199 (39984 1%) Loss: 9.07472610
29210 (40000 2%) Loss: 4.26238966
29222 (40016 2%) Loss: 11.54117012
29233 (40032 2%) Loss: 2.67059350
29245 (40048 2%) Loss: 3.25059223
29257 (40064 2%) Loss: 4.43156910
29268 (40080 2%) Loss: 4.63136196
29280 (40096 2%) Loss: 3.16273141
29292 (40112 2%) Loss: 3.30637598
29303 (40128 2%) Loss: 3.02624130
29315 (40144 2%) Loss: 7.05404091
29327 (40160 2%) Loss: 14.12218571
29338 (40176 2%) Loss: 3.55567360
29350 (40192 2%) Loss: 2.79931116
29362 (40208 2%) Loss: 10.28149986
29373 (40224 2%) Loss: 2.88870955
29385 (40240 2%) Loss: 7.18030596
29396 (40256 2%) Loss: 13.68986034
29408 (40272 2%) Loss: 3.05281782
29420 (40288 2%) Loss: 3.15494442
29432 (40304 2%) Loss: 3.19615459
29443 (40320 2%) Loss: 9.50365162
29455 (40336 2%) Loss: 2.99119353
29466 (40352 2%) Loss: 6.98254299
29478 (40368 2%) Loss: 5.78010988
29490 (40384 2%) Loss: 3.03821540
29501 (40400 2%) Loss: 3.20104694
29513 (40416 2%) Loss: 4.67964315
29525 (40432 2%) Loss: 3.07739401
29536 (40448 2%) Loss: 2.97615480
29548 (40464 2%) Loss: 3.31464267
29560 (40480 2%) Loss: 11.87177372
29571 (40496 2%) Loss: 3.03690147
29583 (40512 2%) Loss: 2.85645008
29595 (40528 2%) Loss: 5.82389021
29606 (40544 2%) Loss: 3.02937341
29618 (40560 2%) Loss: 8.81451035
29630 (40576 2%) Loss: 5.22371960
29641 (40592 2%) Loss: 20.69035530
29653 (40608 2%) Loss: 5.91982269
29665 (40624 2%) Loss: 3.03441691
29676 (40640 2%) Loss: 3.99701834
29688 (40656 2%) Loss: 3.44293761
29699 (40672 2%) Loss: 2.93922353
29711 (40688 2%) Loss: 3.92861891
29723 (40704 2%) Loss: 3.25271559
29735 (40720 2%) Loss: 5.05567837
29746 (40736 2%) Loss: 3.25927949
29758 (40752 2%) Loss: 3.03696442
29769 (40768 2%) Loss: 9.93377781
29781 (40784 2%) Loss: 2.95160389
29793 (40800 2%) Loss: 3.39205766
29804 (40816 2%) Loss: 2.95908976
29816 (40832 2%) Loss: 3.34390378
29828 (40848 2%) Loss: 2.86571980
29839 (40864 2%) Loss: 19.16303825
29851 (40880 2%) Loss: 2.96142292
29863 (40896 2%) Loss: 2.95953894
29874 (40912 2%) Loss: 21.87888527
29886 (40928 2%) Loss: 3.37494898
29898 (40944 2%) Loss: 6.53390932
29909 (40960 2%) Loss: 3.04059076
29921 (40976 2%) Loss: 4.73468828
29932 (40992 2%) Loss: 3.12444162
29944 (41008 2%) Loss: 6.58819103
29956 (41024 2%) Loss: 3.19646025
29967 (41040 2%) Loss: 25.68765450
29979 (41056 2%) Loss: 3.14776039
29991 (41072 2%) Loss: 3.31610942
30002 (41088 2%) Loss: 3.02099276
30014 (41104 2%) Loss: 7.56522655
30026 (41120 2%) Loss: 4.16242552
30037 (41136 2%) Loss: 3.16772485
30049 (41152 2%) Loss: 7.64490032
30061 (41168 2%) Loss: 8.46288681
30072 (41184 2%) Loss: 3.59558940
30084 (41200 2%) Loss: 8.36112309
30096 (41216 2%) Loss: 5.75840473
30107 (41232 2%) Loss: 7.62939692
30119 (41248 2%) Loss: 3.25158000
30131 (41264 2%) Loss: 3.08625579
30142 (41280 2%) Loss: 3.07371140
30154 (41296 2%) Loss: 11.26397514
30166 (41312 2%) Loss: 9.24906349
30177 (41328 2%) Loss: 6.02183867
30189 (41344 2%) Loss: 9.49431705
30201 (41360 2%) Loss: 2.94787812
30212 (41376 2%) Loss: 2.95013022
30224 (41392 2%) Loss: 3.20201755
30236 (41408 2%) Loss: 3.22382069
30247 (41424 2%) Loss: 6.72586870
30259 (41440 2%) Loss: 3.11055470
30271 (41456 2%) Loss: 3.29499793
30282 (41472 2%) Loss: 3.22908854
30294 (41488 2%) Loss: 3.25464320
30305 (41504 2%) Loss: 3.26969075
30317 (41520 2%) Loss: 3.36834908
30329 (41536 2%) Loss: 6.21357489
30340 (41552 2%) Loss: 3.91257143
30352 (41568 2%) Loss: 4.58181524
30364 (41584 2%) Loss: 2.99708915
30375 (41600 2%) Loss: 8.52433491
30387 (41616 2%) Loss: 3.05061817
30399 (41632 2%) Loss: 3.04855585
30410 (41648 2%) Loss: 5.33015633
30422 (41664 2%) Loss: 7.45839071
30434 (41680 2%) Loss: 3.38296366
30445 (41696 2%) Loss: 2.89507389
30457 (41712 2%) Loss: 3.64683747
30468 (41728 2%) Loss: 3.03452134
30480 (41744 2%) Loss: 2.89361334
30492 (41760 2%) Loss: 3.12677169
30503 (41776 2%) Loss: 3.35328794
30515 (41792 2%) Loss: 3.18646526
30527 (41808 2%) Loss: 3.24148846
30538 (41824 2%) Loss: 2.98651791
30550 (41840 2%) Loss: 2.91897082
30562 (41856 2%) Loss: 3.14847422
30573 (41872 2%) Loss: 6.18316031
30585 (41888 2%) Loss: 2.95912004
30597 (41904 2%) Loss: 6.24992371
30608 (41920 2%) Loss: 6.97627831
30620 (41936 2%) Loss: 3.22703552
30632 (41952 2%) Loss: 3.16616249
30643 (41968 2%) Loss: 3.19731355
30655 (41984 2%) Loss: 3.15599036
30667 (42000 2%) Loss: 3.23465109
30678 (42016 2%) Loss: 21.75755501
30690 (42032 2%) Loss: 4.63799667
30702 (42048 2%) Loss: 7.17551661
30713 (42064 2%) Loss: 3.29427886
30725 (42080 2%) Loss: 2.87228227
30737 (42096 2%) Loss: 3.43661928
30748 (42112 2%) Loss: 11.17751408
30760 (42128 2%) Loss: 3.17070222
30772 (42144 2%) Loss: 7.45318174
30783 (42160 2%) Loss: 3.04748607
30795 (42176 2%) Loss: 3.14401031
30807 (42192 2%) Loss: 3.01147604
30818 (42208 2%) Loss: 3.51224995
30830 (42224 2%) Loss: 3.24179626
30842 (42240 2%) Loss: 3.31913972
30853 (42256 2%) Loss: 2.99339247
30865 (42272 2%) Loss: 3.10698462
30877 (42288 2%) Loss: 3.29178977
30888 (42304 2%) Loss: 4.81124544
30900 (42320 2%) Loss: 6.13552237
30912 (42336 2%) Loss: 2.78585386
30924 (42352 2%) Loss: 4.44845343
30935 (42368 2%) Loss: 3.06834197
30947 (42384 2%) Loss: 2.98378062
30958 (42400 2%) Loss: 6.55348158
30970 (42416 2%) Loss: 2.91845059
30982 (42432 2%) Loss: 2.71307969
30994 (42448 2%) Loss: 3.62341547
31005 (42464 2%) Loss: 3.32262659
31017 (42480 2%) Loss: 3.24153256
31028 (42496 2%) Loss: 3.24055099
31040 (42512 2%) Loss: 3.89959788
31052 (42528 2%) Loss: 3.94993114
31064 (42544 2%) Loss: 3.25944662
31075 (42560 2%) Loss: 3.13893199
31087 (42576 2%) Loss: 3.19483781
31098 (42592 2%) Loss: 9.00530624
31110 (42608 2%) Loss: 3.20734882
