
**************** NEW TRAIN SESSION ****************
7866 (10704 0%) Loss: 3.42175579
7878 (10720 0%) Loss: 4.68419361
7890 (10736 0%) Loss: 9.85270405
7901 (10752 0%) Loss: 10.10675621
7913 (10768 0%) Loss: 3.53258705
7924 (10784 0%) Loss: 2.78311944
7936 (10800 0%) Loss: 3.22689581
7948 (10816 0%) Loss: 5.57533360
7960 (10832 0%) Loss: 5.81771421
7971 (10848 0%) Loss: 2.99708200
7983 (10864 0%) Loss: 3.05210590
7995 (10880 0%) Loss: 3.87670565
8006 (10896 0%) Loss: 3.69088244
8018 (10912 0%) Loss: 3.22410941
8030 (10928 0%) Loss: 4.40630817
8041 (10944 0%) Loss: 3.22230363
8053 (10960 0%) Loss: 12.34570217
8065 (10976 0%) Loss: 3.17823482
8077 (10992 0%) Loss: 5.92433739
8088 (11008 0%) Loss: 3.52225208
8100 (11024 0%) Loss: 10.41350555
8112 (11040 0%) Loss: 4.76511621
8123 (11056 0%) Loss: 2.73924804
8135 (11072 0%) Loss: 3.32971478
8147 (11088 0%) Loss: 3.04198551
8158 (11104 0%) Loss: 3.82990551
8170 (11120 0%) Loss: 2.80345416
8182 (11136 0%) Loss: 3.42085910
8194 (11152 0%) Loss: 3.48349476
8205 (11168 0%) Loss: 5.26514530
8217 (11184 0%) Loss: 3.42623401
8228 (11200 0%) Loss: 5.12848711
8240 (11216 0%) Loss: 3.97186708
8252 (11232 0%) Loss: 3.07503867
8264 (11248 0%) Loss: 11.19566250
8275 (11264 0%) Loss: 6.74607468
8287 (11280 0%) Loss: 3.27473021
8298 (11296 0%) Loss: 2.97329187
8310 (11312 0%) Loss: 10.26865387
8322 (11328 0%) Loss: 3.13204265
8334 (11344 0%) Loss: 3.08790636
8345 (11360 0%) Loss: 2.96099329
8357 (11376 0%) Loss: 3.12726068
8369 (11392 0%) Loss: 3.08548665
8380 (11408 0%) Loss: 4.31617832
8392 (11424 0%) Loss: 6.56734133
8404 (11440 0%) Loss: 2.80342317
8415 (11456 0%) Loss: 5.55325794
8427 (11472 0%) Loss: 3.51762176
8439 (11488 0%) Loss: 14.55731297
8450 (11504 0%) Loss: 8.12742996
8462 (11520 0%) Loss: 4.47140503
8474 (11536 0%) Loss: 4.78669357
8485 (11552 0%) Loss: 3.35526776
8497 (11568 0%) Loss: 18.63062859
8509 (11584 0%) Loss: 3.43273902
8520 (11600 0%) Loss: 3.21395063
8532 (11616 0%) Loss: 3.00329828
8544 (11632 0%) Loss: 3.49751234
8555 (11648 0%) Loss: 9.49982738
8567 (11664 0%) Loss: 2.82829475
8579 (11680 0%) Loss: 2.69522786
8590 (11696 0%) Loss: 3.32229114
8602 (11712 0%) Loss: 3.48222542
8614 (11728 0%) Loss: 9.47970867
8625 (11744 0%) Loss: 3.98797131
8637 (11760 0%) Loss: 7.31832647
8649 (11776 0%) Loss: 14.07028484
8661 (11792 0%) Loss: 2.87093925
8672 (11808 0%) Loss: 3.20341301
8684 (11824 0%) Loss: 16.27689552
8696 (11840 0%) Loss: 12.61685371
8707 (11856 0%) Loss: 3.07351327
8719 (11872 0%) Loss: 3.02394819
8731 (11888 0%) Loss: 3.17854667
8742 (11904 0%) Loss: 3.16450548
8754 (11920 0%) Loss: 3.27289128
8766 (11936 0%) Loss: 3.03152251
8777 (11952 0%) Loss: 3.07121706
8789 (11968 0%) Loss: 8.32185078
8801 (11984 0%) Loss: 3.09593821
8812 (12000 0%) Loss: 5.09447432
8824 (12016 0%) Loss: 4.63931704
8836 (12032 0%) Loss: 3.45004272
8847 (12048 0%) Loss: 3.07482100
8859 (12064 0%) Loss: 3.99380183
8871 (12080 0%) Loss: 3.03174806
8882 (12096 0%) Loss: 7.08224630
8894 (12112 0%) Loss: 3.63884616
8906 (12128 0%) Loss: 2.57759190
8917 (12144 0%) Loss: 8.23301315
8929 (12160 0%) Loss: 6.33473253
8941 (12176 0%) Loss: 3.10402822
8952 (12192 0%) Loss: 2.83294296
8964 (12208 0%) Loss: 2.83982968
8976 (12224 0%) Loss: 3.06532407
8987 (12240 0%) Loss: 7.82542324
8999 (12256 0%) Loss: 2.93469930
9011 (12272 0%) Loss: 3.20909739
9022 (12288 0%) Loss: 6.51726866
9034 (12304 0%) Loss: 3.89353204
9046 (12320 0%) Loss: 10.90735245
9058 (12336 0%) Loss: 4.96827173
9069 (12352 0%) Loss: 9.18044281
9081 (12368 0%) Loss: 6.23645020
9093 (12384 0%) Loss: 3.81012344
9104 (12400 0%) Loss: 3.69607592
9116 (12416 0%) Loss: 3.02651095
9128 (12432 0%) Loss: 3.36159801
9139 (12448 0%) Loss: 6.02909660
9151 (12464 0%) Loss: 11.50883198
9163 (12480 0%) Loss: 9.77638721
9174 (12496 0%) Loss: 3.41807461
9186 (12512 0%) Loss: 2.69531012
9198 (12528 0%) Loss: 3.08617949
9209 (12544 0%) Loss: 3.50898170
9221 (12560 0%) Loss: 3.93811297
9233 (12576 0%) Loss: 4.73724413
9244 (12592 0%) Loss: 13.65227985
9256 (12608 0%) Loss: 3.89990687
9268 (12624 0%) Loss: 6.93287992
9279 (12640 0%) Loss: 2.78239250
9291 (12656 0%) Loss: 3.09640813
9303 (12672 0%) Loss: 2.92168951
9315 (12688 0%) Loss: 3.25082994
9326 (12704 0%) Loss: 2.91301084
9338 (12720 0%) Loss: 2.99598455
9349 (12736 0%) Loss: 3.06011534
9361 (12752 0%) Loss: 7.26149464
9373 (12768 0%) Loss: 2.95201182
9385 (12784 0%) Loss: 6.54655838
9396 (12800 0%) Loss: 3.63363338
9408 (12816 0%) Loss: 2.71583700
9420 (12832 0%) Loss: 14.44842434
9431 (12848 0%) Loss: 3.11637115
9443 (12864 0%) Loss: 12.44598103
9455 (12880 0%) Loss: 3.38841128
9466 (12896 0%) Loss: 3.14679503
9478 (12912 0%) Loss: 20.08311844
9490 (12928 0%) Loss: 4.13320684
9501 (12944 0%) Loss: 3.47388482
9513 (12960 0%) Loss: 8.68547153
9525 (12976 0%) Loss: 2.83436084
9536 (12992 0%) Loss: 3.17514753
9548 (13008 0%) Loss: 3.11977291
9560 (13024 0%) Loss: 2.72184086
9571 (13040 0%) Loss: 7.00334406
9583 (13056 0%) Loss: 4.95731068
9595 (13072 0%) Loss: 3.42140269
9606 (13088 0%) Loss: 3.18581152
9618 (13104 0%) Loss: 2.90733266
9630 (13120 0%) Loss: 3.85040927
9642 (13136 0%) Loss: 6.77686262
9653 (13152 0%) Loss: 6.30816412
9665 (13168 0%) Loss: 3.08352208
9676 (13184 0%) Loss: 2.97229171
9688 (13200 0%) Loss: 9.54845333
9700 (13216 0%) Loss: 3.17521763
9712 (13232 0%) Loss: 2.97074389
9723 (13248 0%) Loss: 2.72989798
9735 (13264 0%) Loss: 8.15625191
9747 (13280 0%) Loss: 3.43627810
9758 (13296 0%) Loss: 4.76459455
9770 (13312 0%) Loss: 2.63803387
9782 (13328 0%) Loss: 3.16431570
9793 (13344 0%) Loss: 3.69073606
9805 (13360 0%) Loss: 2.86384916
9817 (13376 0%) Loss: 3.02180529
9828 (13392 0%) Loss: 3.20140266
9840 (13408 0%) Loss: 3.12804890
9852 (13424 0%) Loss: 3.91066313
9863 (13440 0%) Loss: 9.57625103
9875 (13456 0%) Loss: 3.24733305
9887 (13472 0%) Loss: 3.19070244
9899 (13488 0%) Loss: 2.85415530
9910 (13504 0%) Loss: 2.77359748
9922 (13520 0%) Loss: 3.16882300
9934 (13536 0%) Loss: 3.23059726
9945 (13552 0%) Loss: 3.65521622
9957 (13568 0%) Loss: 4.10918236
9969 (13584 0%) Loss: 2.82242274
9980 (13600 0%) Loss: 3.26287127
9992 (13616 0%) Loss: 3.18935323
10004 (13632 0%) Loss: 3.31648016
10015 (13648 0%) Loss: 2.74535418
10027 (13664 0%) Loss: 4.87228251
10039 (13680 0%) Loss: 5.05525827
10050 (13696 0%) Loss: 11.56877232
10062 (13712 0%) Loss: 2.97280979
10074 (13728 0%) Loss: 5.85411882
10085 (13744 0%) Loss: 3.08902669
10097 (13760 0%) Loss: 2.88728857
10109 (13776 0%) Loss: 9.66343498
10120 (13792 0%) Loss: 2.77034521
10132 (13808 0%) Loss: 3.25259519
10144 (13824 0%) Loss: 9.22130299
10155 (13840 0%) Loss: 8.43930912
10167 (13856 0%) Loss: 3.43223810
10179 (13872 0%) Loss: 8.24155712
10190 (13888 0%) Loss: 11.67324066
10202 (13904 0%) Loss: 3.02344227
10214 (13920 0%) Loss: 2.99861574
10226 (13936 0%) Loss: 16.59883690
10237 (13952 0%) Loss: 3.03008103
10249 (13968 0%) Loss: 4.14374352
10260 (13984 0%) Loss: 3.30579591
10272 (14000 0%) Loss: 2.81420588
10284 (14016 0%) Loss: 3.10587120
10296 (14032 0%) Loss: 3.50886464
10307 (14048 0%) Loss: 4.41937590
10319 (14064 0%) Loss: 3.02558661
10330 (14080 0%) Loss: 2.98712754
10342 (14096 0%) Loss: 12.28275299
10354 (14112 0%) Loss: 5.19146156
10366 (14128 0%) Loss: 2.66864872
10377 (14144 0%) Loss: 4.92089796
10389 (14160 0%) Loss: 3.99791622
10401 (14176 0%) Loss: 3.19739676
10412 (14192 0%) Loss: 3.16643095
10424 (14208 0%) Loss: 5.11441517
10436 (14224 0%) Loss: 5.22137785
10448 (14240 0%) Loss: 4.69916344
10459 (14256 0%) Loss: 2.90143681
10471 (14272 0%) Loss: 7.58650923
10483 (14288 0%) Loss: 2.88897610
10494 (14304 0%) Loss: 10.08041286
10506 (14320 0%) Loss: 2.94002628
10518 (14336 0%) Loss: 10.72423363
10529 (14352 0%) Loss: 3.05597997
10541 (14368 0%) Loss: 11.28440857
10553 (14384 0%) Loss: 3.57403302
10564 (14400 0%) Loss: 3.26701832
10576 (14416 0%) Loss: 3.14056778
10587 (14432 0%) Loss: 3.05388451
10599 (14448 0%) Loss: 2.97584462
10611 (14464 0%) Loss: 3.65637350
10623 (14480 0%) Loss: 5.48053980
10634 (14496 0%) Loss: 3.11967587
10646 (14512 0%) Loss: 3.24959564
10657 (14528 0%) Loss: 12.08703899
10669 (14544 0%) Loss: 2.84415889
10681 (14560 0%) Loss: 3.50920749
10692 (14576 0%) Loss: 4.03715658
10704 (14592 0%) Loss: 4.85778713
10716 (14608 0%) Loss: 4.44257355
10727 (14624 0%) Loss: 2.80994534
10739 (14640 0%) Loss: 6.82909632
10750 (14656 0%) Loss: 2.97620773
10762 (14672 0%) Loss: 2.96260977
10774 (14688 0%) Loss: 3.58651710
10786 (14704 0%) Loss: 3.40213418
10797 (14720 0%) Loss: 2.80606151
10809 (14736 0%) Loss: 2.82372332
10820 (14752 0%) Loss: 8.09911251
10832 (14768 0%) Loss: 3.28962421
10844 (14784 0%) Loss: 2.91862154
10855 (14800 0%) Loss: 2.99250817
10867 (14816 0%) Loss: 3.08411002
10879 (14832 0%) Loss: 10.45305061
10890 (14848 0%) Loss: 3.26982641
10902 (14864 0%) Loss: 3.54966044
10913 (14880 0%) Loss: 5.58903456
10925 (14896 0%) Loss: 3.09701395
10937 (14912 0%) Loss: 3.30764031
10948 (14928 0%) Loss: 7.15236950
10960 (14944 0%) Loss: 3.04622507
10972 (14960 0%) Loss: 6.39855862
10983 (14976 0%) Loss: 6.35375309
10995 (14992 0%) Loss: 3.33347726
11007 (15008 0%) Loss: 2.93497396
11018 (15024 0%) Loss: 3.96780610
11030 (15040 0%) Loss: 2.93921852
11042 (15056 0%) Loss: 5.80440426
11053 (15072 0%) Loss: 2.86283851
11065 (15088 0%) Loss: 3.49311972
11076 (15104 0%) Loss: 18.61772919
11088 (15120 0%) Loss: 3.01076961
11100 (15136 0%) Loss: 2.98582292
11111 (15152 0%) Loss: 6.85114431
11123 (15168 0%) Loss: 11.64074516
11135 (15184 0%) Loss: 4.05870056
11146 (15200 0%) Loss: 6.46902895
11158 (15216 0%) Loss: 3.06182075
11170 (15232 0%) Loss: 4.98476696
11181 (15248 0%) Loss: 2.97169280
11193 (15264 0%) Loss: 6.85296679
11205 (15280 0%) Loss: 8.82633114
11216 (15296 0%) Loss: 5.93291759
11228 (15312 0%) Loss: 3.49690676
11239 (15328 0%) Loss: 6.09390688
11251 (15344 0%) Loss: 3.62428880
11263 (15360 0%) Loss: 3.08923626
11274 (15376 0%) Loss: 3.20043302
11286 (15392 0%) Loss: 9.98009491
11298 (15408 0%) Loss: 16.75253487
11309 (15424 0%) Loss: 10.93951321
11321 (15440 0%) Loss: 5.91416264
11333 (15456 0%) Loss: 3.23012567
11344 (15472 0%) Loss: 3.73035550
11356 (15488 0%) Loss: 3.40064669
11368 (15504 0%) Loss: 7.70179462
11379 (15520 0%) Loss: 2.82402492
11391 (15536 0%) Loss: 9.23003483
11403 (15552 0%) Loss: 3.09210372
11414 (15568 0%) Loss: 4.01180220
11426 (15584 0%) Loss: 9.76098633
11438 (15600 0%) Loss: 3.00115085
11449 (15616 0%) Loss: 2.83886933
11461 (15632 0%) Loss: 2.94930172
11472 (15648 0%) Loss: 2.92855191
11484 (15664 0%) Loss: 6.95915651
11496 (15680 0%) Loss: 3.90715194
11507 (15696 0%) Loss: 5.44631577
11519 (15712 0%) Loss: 8.25903416
11531 (15728 0%) Loss: 3.26010537
11542 (15744 0%) Loss: 2.75547743
11554 (15760 0%) Loss: 3.14046383
11566 (15776 0%) Loss: 9.08945370
11577 (15792 0%) Loss: 3.38868904
11589 (15808 0%) Loss: 3.44989944
11601 (15824 0%) Loss: 6.01838446
11612 (15840 0%) Loss: 2.93797636
11624 (15856 0%) Loss: 7.81089926
11636 (15872 0%) Loss: 5.68951988
11647 (15888 0%) Loss: 9.84452343
11659 (15904 0%) Loss: 3.05835271
11671 (15920 0%) Loss: 2.97134662
11682 (15936 0%) Loss: 3.07630134
11694 (15952 0%) Loss: 3.13167048
11706 (15968 0%) Loss: 3.06772423
11717 (15984 0%) Loss: 3.23671627
11729 (16000 0%) Loss: 3.03535080
11741 (16016 0%) Loss: 3.19960117
11752 (16032 0%) Loss: 7.05383301
11764 (16048 0%) Loss: 3.65751815
11775 (16064 0%) Loss: 2.86328125
11787 (16080 0%) Loss: 9.75388908
11799 (16096 0%) Loss: 7.32053661
11810 (16112 0%) Loss: 2.97764874
11822 (16128 0%) Loss: 3.22328281
11834 (16144 0%) Loss: 8.29309464
11845 (16160 0%) Loss: 3.48705888
11857 (16176 0%) Loss: 3.12715364
11868 (16192 0%) Loss: 3.02726269
11880 (16208 0%) Loss: 5.32478285
11892 (16224 0%) Loss: 7.13874865
11903 (16240 0%) Loss: 3.22658634
11915 (16256 0%) Loss: 8.41641808
11927 (16272 0%) Loss: 3.04015684
11938 (16288 0%) Loss: 3.08511496
11950 (16304 0%) Loss: 13.56219864
11961 (16320 0%) Loss: 3.21021390
11973 (16336 0%) Loss: 9.56707382
11985 (16352 0%) Loss: 13.99730110
11996 (16368 0%) Loss: 2.99223804
12008 (16384 0%) Loss: 3.00741792
12020 (16400 0%) Loss: 2.91992378
12031 (16416 0%) Loss: 3.11355090
12043 (16432 0%) Loss: 2.77121210
12055 (16448 0%) Loss: 3.69172716
12066 (16464 0%) Loss: 3.21510506
12078 (16480 0%) Loss: 4.51580954
12090 (16496 0%) Loss: 6.92269993
12101 (16512 0%) Loss: 3.94780183
12113 (16528 0%) Loss: 3.11706281
12124 (16544 0%) Loss: 2.74606681
12136 (16560 0%) Loss: 3.85736465
12148 (16576 0%) Loss: 3.50334239
12159 (16592 0%) Loss: 3.05468202
12171 (16608 0%) Loss: 2.86392546
12183 (16624 0%) Loss: 3.31680441
12194 (16640 0%) Loss: 3.07889867
12206 (16656 0%) Loss: 8.77498150
12218 (16672 0%) Loss: 6.07356739
12229 (16688 0%) Loss: 3.33394790
12241 (16704 0%) Loss: 14.90354824
12253 (16720 0%) Loss: 5.19525099
12264 (16736 0%) Loss: 3.35450673
12276 (16752 0%) Loss: 7.61188793
12288 (16768 0%) Loss: 3.00428557
12299 (16784 0%) Loss: 3.63982415
12311 (16800 0%) Loss: 2.78047156
12323 (16816 0%) Loss: 4.30124044
12334 (16832 0%) Loss: 6.47956562
12346 (16848 0%) Loss: 3.64582872
12357 (16864 0%) Loss: 2.84697938
12369 (16880 0%) Loss: 5.08477736
12381 (16896 0%) Loss: 2.91160536
12392 (16912 0%) Loss: 2.92973971
12404 (16928 0%) Loss: 3.16886163
12416 (16944 0%) Loss: 3.06253433
12427 (16960 0%) Loss: 4.41169691
12439 (16976 0%) Loss: 4.79861021
12451 (16992 0%) Loss: 3.68705559
12462 (17008 0%) Loss: 2.88466549
12474 (17024 0%) Loss: 2.84061313
12486 (17040 0%) Loss: 4.14341402
12497 (17056 0%) Loss: 3.51217318
12509 (17072 0%) Loss: 3.31128693
12520 (17088 0%) Loss: 3.29289842
12532 (17104 0%) Loss: 10.12088299
12544 (17120 0%) Loss: 6.10305262
12555 (17136 0%) Loss: 3.20778131
12567 (17152 0%) Loss: 2.88591671
12579 (17168 0%) Loss: 5.84931469
12590 (17184 0%) Loss: 2.94893503
12602 (17200 0%) Loss: 2.84337902
12614 (17216 0%) Loss: 2.84988213
12626 (17232 0%) Loss: 12.96294498
12637 (17248 0%) Loss: 3.18608117
12649 (17264 0%) Loss: 2.96302843
12660 (17280 0%) Loss: 3.58518076
12672 (17296 0%) Loss: 2.66465330
12684 (17312 0%) Loss: 9.62264538
12695 (17328 0%) Loss: 15.85242176
12707 (17344 0%) Loss: 3.17102671
12719 (17360 0%) Loss: 5.50408745
12730 (17376 0%) Loss: 3.08317924
12742 (17392 0%) Loss: 2.96462274
12753 (17408 0%) Loss: 10.20407772
12765 (17424 0%) Loss: 2.98374248
12777 (17440 0%) Loss: 2.75217199
12788 (17456 0%) Loss: 3.05422950
12800 (17472 0%) Loss: 3.29106164
12812 (17488 0%) Loss: 2.86241651
12823 (17504 0%) Loss: 6.47522736
12835 (17520 0%) Loss: 12.09698868
12847 (17536 0%) Loss: 2.97271180
12858 (17552 0%) Loss: 6.39184332
12870 (17568 0%) Loss: 18.42147064
12882 (17584 0%) Loss: 3.20818591
12893 (17600 0%) Loss: 2.66762495
12905 (17616 0%) Loss: 3.45106196
12917 (17632 0%) Loss: 2.77200985
12928 (17648 0%) Loss: 5.02612734
12940 (17664 0%) Loss: 3.48191810
12952 (17680 0%) Loss: 5.74528074
12963 (17696 0%) Loss: 11.68802071
12975 (17712 0%) Loss: 7.26447296
12987 (17728 0%) Loss: 3.01867175
12998 (17744 0%) Loss: 4.99923277
13010 (17760 0%) Loss: 2.95326042
13022 (17776 0%) Loss: 3.38899708
13033 (17792 0%) Loss: 10.21453953
13045 (17808 0%) Loss: 3.20167613
13056 (17824 0%) Loss: 2.89830470
13068 (17840 0%) Loss: 2.92049718
13080 (17856 0%) Loss: 3.44059086
13092 (17872 0%) Loss: 3.04759431
13103 (17888 0%) Loss: 3.12375188
13115 (17904 0%) Loss: 3.18956971
13126 (17920 0%) Loss: 4.02375174
13138 (17936 0%) Loss: 7.01556253
13150 (17952 0%) Loss: 3.27831411
13161 (17968 0%) Loss: 3.20631194
13173 (17984 0%) Loss: 13.33875656
13185 (18000 0%) Loss: 3.26615906
13196 (18016 0%) Loss: 3.09056044
13208 (18032 0%) Loss: 7.19888210
13219 (18048 0%) Loss: 4.07423925
13231 (18064 0%) Loss: 4.05706882
13243 (18080 0%) Loss: 6.74865913
13255 (18096 0%) Loss: 5.14549112
13266 (18112 0%) Loss: 3.76453304
13278 (18128 0%) Loss: 13.80079842
13289 (18144 0%) Loss: 3.39988184
13301 (18160 0%) Loss: 3.01369119
13313 (18176 0%) Loss: 3.08475351
13325 (18192 0%) Loss: 3.21077919
13336 (18208 0%) Loss: 2.75841379
13348 (18224 0%) Loss: 16.60661697
13359 (18240 0%) Loss: 4.60007715
13371 (18256 0%) Loss: 3.07611227
13383 (18272 0%) Loss: 3.27616072
13395 (18288 0%) Loss: 9.88026237
13406 (18304 0%) Loss: 2.93408537
13418 (18320 0%) Loss: 5.98406935
13429 (18336 0%) Loss: 2.99672055
13441 (18352 0%) Loss: 2.89238453
13453 (18368 0%) Loss: 3.18683243
13465 (18384 0%) Loss: 3.08607864
13476 (18400 0%) Loss: 3.50855756
13488 (18416 0%) Loss: 2.76448345
13500 (18432 0%) Loss: 3.07663441
13511 (18448 0%) Loss: 3.69601345
13523 (18464 0%) Loss: 2.72934413
13535 (18480 0%) Loss: 3.85132432
13546 (18496 0%) Loss: 6.27729321
13558 (18512 0%) Loss: 3.22384834
13570 (18528 0%) Loss: 3.16864681
13581 (18544 0%) Loss: 3.06420183
13593 (18560 0%) Loss: 3.63365960
13605 (18576 0%) Loss: 7.03206921
13616 (18592 0%) Loss: 3.17533731
13628 (18608 0%) Loss: 2.71630120
13640 (18624 0%) Loss: 5.29913664
13651 (18640 0%) Loss: 3.35221219
13663 (18656 0%) Loss: 10.28178596
13675 (18672 0%) Loss: 3.24508381
13686 (18688 0%) Loss: 11.00630188
13698 (18704 0%) Loss: 3.06930161
13709 (18720 0%) Loss: 3.72084045
13721 (18736 0%) Loss: 4.65557909
13733 (18752 0%) Loss: 2.69789696
13745 (18768 0%) Loss: 3.20038462
13756 (18784 0%) Loss: 5.00851679
13768 (18800 0%) Loss: 3.36904407
13779 (18816 0%) Loss: 11.96311378
13791 (18832 0%) Loss: 2.78494930
13803 (18848 0%) Loss: 5.30587244
13815 (18864 0%) Loss: 13.62658405
13826 (18880 0%) Loss: 3.00702286
13838 (18896 0%) Loss: 3.08658981
13850 (18912 0%) Loss: 3.02578735
13861 (18928 0%) Loss: 6.76600075
13873 (18944 0%) Loss: 3.65781903
13885 (18960 0%) Loss: 3.25116682
13896 (18976 0%) Loss: 2.79767942
13908 (18992 0%) Loss: 7.91208124
13919 (19008 0%) Loss: 3.20035100
13931 (19024 0%) Loss: 2.77594399
13943 (19040 0%) Loss: 3.95675302
13955 (19056 0%) Loss: 9.95879269
13966 (19072 0%) Loss: 3.38248348
13978 (19088 0%) Loss: 2.92761898
13989 (19104 0%) Loss: 5.27758074
14001 (19120 0%) Loss: 3.45477533
14013 (19136 0%) Loss: 3.30152297
14025 (19152 0%) Loss: 8.16042805
14036 (19168 0%) Loss: 3.03127408
14048 (19184 0%) Loss: 3.02551270
14060 (19200 0%) Loss: 6.13676357
14071 (19216 0%) Loss: 3.30878639
14083 (19232 0%) Loss: 8.19810200
14095 (19248 0%) Loss: 3.25288701
14106 (19264 0%) Loss: 5.95801353
14118 (19280 0%) Loss: 3.00390744
14130 (19296 0%) Loss: 3.19078803
14141 (19312 0%) Loss: 2.82696533
14153 (19328 0%) Loss: 3.39436507
14165 (19344 0%) Loss: 3.18209529
14177 (19360 0%) Loss: 3.14100003
14188 (19376 0%) Loss: 3.19539928
14200 (19392 0%) Loss: 15.67029858
14212 (19408 0%) Loss: 6.01233339
14224 (19424 0%) Loss: 2.75992632
14235 (19440 0%) Loss: 3.74344230
14247 (19456 0%) Loss: 3.71444130
14259 (19472 0%) Loss: 3.35263777
14270 (19488 0%) Loss: 7.09738111
14282 (19504 0%) Loss: 3.23699594
14294 (19520 0%) Loss: 6.68018341
14306 (19536 0%) Loss: 4.78902864
14317 (19552 0%) Loss: 2.75081754
14329 (19568 0%) Loss: 3.58816290
14341 (19584 0%) Loss: 3.31410980
14353 (19600 0%) Loss: 3.37652612
14364 (19616 0%) Loss: 2.72801948
14376 (19632 0%) Loss: 2.99360394
14388 (19648 0%) Loss: 3.17581749
14400 (19664 0%) Loss: 4.99532413
14411 (19680 0%) Loss: 6.00615835
14423 (19696 0%) Loss: 2.81478143
14435 (19712 0%) Loss: 2.75332046
14446 (19728 0%) Loss: 11.91632175
14458 (19744 0%) Loss: 2.94599652
14470 (19760 0%) Loss: 2.65672922
14481 (19776 0%) Loss: 3.11840248
14493 (19792 0%) Loss: 2.99203277
14505 (19808 0%) Loss: 3.11469412
14517 (19824 0%) Loss: 3.63222361
14528 (19840 0%) Loss: 5.92566586
14540 (19856 0%) Loss: 2.96318579
14551 (19872 0%) Loss: 3.13127875
14563 (19888 0%) Loss: 2.78646803
14575 (19904 0%) Loss: 3.05371213
14587 (19920 0%) Loss: 2.95050192
14598 (19936 0%) Loss: 6.01731062
14610 (19952 0%) Loss: 3.48844576
14622 (19968 0%) Loss: 2.99992442
14633 (19984 0%) Loss: 8.98242569
14645 (20000 1%) Loss: 6.86643982
14657 (20016 1%) Loss: 5.46371937
14668 (20032 1%) Loss: 2.84327769
14680 (20048 1%) Loss: 2.84018707
14692 (20064 1%) Loss: 3.06834030
14703 (20080 1%) Loss: 4.02096748
14715 (20096 1%) Loss: 3.39270782
14727 (20112 1%) Loss: 3.20180392
14738 (20128 1%) Loss: 4.25649881
14750 (20144 1%) Loss: 4.16512060
14762 (20160 1%) Loss: 3.61505866
14773 (20176 1%) Loss: 10.83240128
14785 (20192 1%) Loss: 2.97509766
14797 (20208 1%) Loss: 6.93969917
14808 (20224 1%) Loss: 7.93925905
14820 (20240 1%) Loss: 10.70671940
14832 (20256 1%) Loss: 3.04925990
14843 (20272 1%) Loss: 2.76704502
14855 (20288 1%) Loss: 10.48331451
14867 (20304 1%) Loss: 3.09460092
14878 (20320 1%) Loss: 3.14194226
14890 (20336 1%) Loss: 6.11287212
14902 (20352 1%) Loss: 13.53263092
14913 (20368 1%) Loss: 3.17377567
14925 (20384 1%) Loss: 3.01438379
14937 (20400 1%) Loss: 2.85114050
14948 (20416 1%) Loss: 3.29146242
14960 (20432 1%) Loss: 3.03292894
14971 (20448 1%) Loss: 3.15528297
14983 (20464 1%) Loss: 6.31674242
14995 (20480 1%) Loss: 3.44061184
15007 (20496 1%) Loss: 2.97894239
15018 (20512 1%) Loss: 2.95284343
15030 (20528 1%) Loss: 2.81877279
15042 (20544 1%) Loss: 9.52262306
15053 (20560 1%) Loss: 3.13917017
15065 (20576 1%) Loss: 3.10621381
15077 (20592 1%) Loss: 2.91139245
15088 (20608 1%) Loss: 3.50353074
15100 (20624 1%) Loss: 3.00343609
15112 (20640 1%) Loss: 5.94824409
15123 (20656 1%) Loss: 7.75672293
15135 (20672 1%) Loss: 3.05610776
15147 (20688 1%) Loss: 3.38246655
15158 (20704 1%) Loss: 8.37634850
15170 (20720 1%) Loss: 2.80006576
15182 (20736 1%) Loss: 5.21179628
15193 (20752 1%) Loss: 2.88304114
15205 (20768 1%) Loss: 3.76030803
15217 (20784 1%) Loss: 2.77734137
15228 (20800 1%) Loss: 7.51537561
15240 (20816 1%) Loss: 3.21733594
15252 (20832 1%) Loss: 3.12052035
15263 (20848 1%) Loss: 4.49487734
15275 (20864 1%) Loss: 3.65228772
15287 (20880 1%) Loss: 8.37229824
15298 (20896 1%) Loss: 3.10668492
15310 (20912 1%) Loss: 3.69446921
15322 (20928 1%) Loss: 2.77913785
15333 (20944 1%) Loss: 5.54973507
15345 (20960 1%) Loss: 5.20810080
15357 (20976 1%) Loss: 3.15660834
15368 (20992 1%) Loss: 4.23686790
15380 (21008 1%) Loss: 3.28083301
15392 (21024 1%) Loss: 4.43019772
15403 (21040 1%) Loss: 3.89906621
15415 (21056 1%) Loss: 3.03888965
15427 (21072 1%) Loss: 3.21500087
15438 (21088 1%) Loss: 2.87230086
15450 (21104 1%) Loss: 4.72306252
15462 (21120 1%) Loss: 3.63565850
15473 (21136 1%) Loss: 3.25971270
15485 (21152 1%) Loss: 6.05633020
15497 (21168 1%) Loss: 5.23208094
15508 (21184 1%) Loss: 10.35498428
15520 (21200 1%) Loss: 3.45146608
15532 (21216 1%) Loss: 3.06627989
15543 (21232 1%) Loss: 2.79017258
15555 (21248 1%) Loss: 2.88810873
15567 (21264 1%) Loss: 3.35461998
15578 (21280 1%) Loss: 4.94811201
15590 (21296 1%) Loss: 7.79099989
15602 (21312 1%) Loss: 16.27385902
15613 (21328 1%) Loss: 3.40769982
